행정구역명,학원명,교습계열명,도로명주소,구분,과목명,성적구분,학원규모,주말반
김해시,일타秀(수)학원,수학,경상남도 김해시 장유로222번길 13,내신,수학,중위권,대형학원,일요일반
김해시,임쌤영어학원,영어,경상남도 김해시 내외중앙로 44,내신,영어,중위권,중형학원,토요일반
김해시,잉글리쉬버디(English Buddy)대동영어교습소,영어,경상남도 김해시 금관대로599번길 17,내신,영어,상위권,중형학원,일요일반
김해시,잉글리쉬타임영어교습소,영어,경상남도 김해시 금관대로1190번길 55-10,내신,영어,하위권,소형학원,토요일반
김해시,잉글리시버디아카데미영어교습소,영어,경상남도 김해시 장유로 360,내신,영어,상위권,중형학원,토요일반
김해시,잉글리시버디영어교습소,영어,경상남도 김해시 덕정로 70,내신,영어,상위권,대형학원,일요일반
김해시,작심독서실,독서실,경상남도 김해시 분성로 230,내신,독서실,중위권,중형학원,토요일반
김해시,장원독서실,독서실,경상남도 김해시 능동로149번길 12,내신,독서실,하위권,중형학원,일요일반
김해시,장유프라임영수학원,영어/수학,경상남도 김해시 장유로 224,내신,"영어,수학",상위권,중형학원,일요일반
김해시,장유하이츠수학학원,수학,경상남도 김해시 계동로 17,수능,수학,상위권,소형학원,토요일반
김해시,장정미수학학원,수학,경상남도 김해시 삼계중앙로 31,수능,수학,중위권,중형학원,토요일반
김해시,장현수학교습소,수학,경상남도 김해시 우암로 78,수능,수학,상위권,대형학원,토요일반
김해시,재현쌤수학학원,수학,경상남도 김해시 율하3로 69,내신,수학,상위권,소형학원,토요일반
김해시,전수철국어교습소,국어,경상남도 김해시 삼계중앙로 35,내신,국어,중위권,중형학원,일요일반
김해시,정상임과학교습소,과학,경상남도 김해시 내외로95번길 23,내신,과학,하위권,중형학원,토요일반
김해시,정성훈수학전문학원,수학,경상남도 김해시 삼안로 258,내신,수학,상위권,중형학원,일요일반
김해시,정수진영수학원,영어/수학,경상남도 김해시 해반천로130번길 19,내신,"영어,수학",하위권,중형학원,일요일반
김해시,정쌤영어교습소,영어,경상남도 김해시 함박로 120,수능,영어,하위권,중형학원,토요일반
김해시,정엔수학학원,수학,경상남도 김해시 진영읍 김해대로361번길 8,수능,수학,중위권,대형학원,토요일반
김해시,정통영수학원,영어/수학,경상남도 김해시 분성로627번길 16-1,수능,"영어,수학",하위권,소형학원,일요일반
김해시,제쌤수학전문학원,수학,경상남도 김해시 내외로95번길 21,내신,수학,상위권,대형학원,토요일반
김해시,젤미뮤엠영어교습소,영어,경상남도 김해시 능동로 31,내신,영어,중위권,중형학원,토요일반
김해시,젤미수학교습소,수학,경상남도 김해시 번화1로84번길 29,내신,수학,상위권,소형학원,일요일반
김해시,조샘의논술교습소,국어,경상남도 김해시 삼안로280번길 9,내신,국어,상위권,중형학원,일요일반
김해시,조은수학교습소,수학,경상남도 김해시 활천로 204,수능,수학,중위권,대형학원,일요일반
김해시,좋은샘수학교습소,수학,경상남도 김해시 계동로23번길 5,내신,수학,중위권,소형학원,일요일반
김해시,주쌤수학학원,수학,경상남도 김해시 진영읍 김해대로361번길 16,내신,수학,하위권,중형학원,일요일반
김해시,주원TOP영수학원,영어/수학,경상남도 김해시 장유로 186,수능,"영어,수학",중위권,대형학원,토요일반
김해시,주촌하이(HI)영수학원,영어/수학,경상남도 김해시 주촌면 선지로 60,수능,"영어,수학",중위권,소형학원,토요일반
김해시,줄리스잉글리쉬톡영어교습소,영어,경상남도 김해시 번화1로114번길 3-13,수능,영어,중위권,중형학원,토요일반
김해시,줄리아영어학원,영어,경상남도 김해시 계동로23번길 5,수능,영어,중위권,대형학원,일요일반
김해시,중흥에코시티점뮤엠영어교습소,영어,경상남도 김해시 진영읍 진산대로 59-3,내신,영어,상위권,중형학원,일요일반
김해시,지구인영어교습소,영어,경상남도 김해시 내외중앙로 44,내신,영어,상위권,중형학원,일요일반
김해시,지나영어교습소,영어,경상남도 김해시 해반천로278번길 12-27,내신,영어,하위권,중형학원,토요일반
김해시,지내점한솔플러스수학교습소,수학,경상남도 김해시 분성로727번길 8-7,수능,수학,중위권,소형학원,토요일반
김해시,지니쌤푸르넷아카데미수학교습소,수학,경상남도 김해시 월산로 111-67,내신,수학,중위권,중형학원,토요일반
김해시,지니영어수학전문학원,영어/수학,경상남도 김해시 금관대로599번길 29,내신,"영어,수학",중위권,대형학원,일요일반
김해시,지수학학원,수학,경상남도 김해시 율하6로 52,수능,수학,상위권,중형학원,일요일반
김해시,진성원리영어학원,영어,경상남도 김해시 장유로 226,수능,영어,중위권,중형학원,일요일반
김해시,진쌤애플수학학원,수학,경상남도 김해시 해반천로130번길 11,내신,수학,하위권,중형학원,일요일반
김해시,진쌤이루다수학교습소,수학,경상남도 김해시 대청로210번길 34,내신,수학,중위권,대형학원,토요일반
김해시,진영H2수학학원,수학,경상남도 김해시 진영읍 장등로 10,수능,수학,중위권,중형학원,토요일반
김해시,진영단과학원,과학,경상남도 김해시 진영읍 진영로 133,내신,과학,중위권,대형학원,토요일반
김해시,진영스카이독서실,독서실,경상남도 김해시 진영읍 김해대로361번길 12,내신,독서실,하위권,대형학원,일요일반
김해시,진영에이든영어학원,영어,경상남도 김해시 진영읍 김해대로361번길 16,내신,영어,중위권,중형학원,토요일반
김해시,차수학전문학원,수학,경상남도 김해시 함박로101번길 23,수능,수학,중위권,대형학원,토요일반
김해시,참수학교습소,수학,경상남도 김해시 율하3로 76,수능,수학,중위권,소형학원,토요일반
김해시,참쉬운과학교습소,과학,경상남도 김해시 함박로 121,수능,과학,하위권,중형학원,일요일반
김해시,참영수학원,영어/수학,경상남도 김해시 진영읍 김해대로361번길 16,내신,"영어,수학",상위권,소형학원,토요일반
김해시,참眞수학교습소,수학,경상남도 김해시 번화1로79번길 2,수능,수학,하위권,중형학원,토요일반
김해시,채움수학교습소,수학,경상남도 김해시 김해대로2715번길 36,내신,수학,하위권,중형학원,일요일반
김해시,책나무김해율하독서학원,국어,경상남도 김해시 율하3로 37,수능,국어,중위권,대형학원,일요일반
김해시,책나무팔판독서학원,국어,경상남도 김해시 계동로23번길 9,내신,국어,상위권,중형학원,일요일반
김해시,책봄국어교습소,국어,경상남도 김해시 김해대로2505번길 47,수능,국어,중위권,중형학원,토요일반
김해시,천쌤영어교습소,영어,경상남도 김해시 김해대로2324번길 48-19,내신,영어,하위권,소형학원,토요일반
김해시,천쌤푸르넷수학교습소,수학,경상남도 김해시 금관대로599번길 17,수능,수학,상위권,중형학원,토요일반
김해시,최경은잉글리시해법영어교습소,영어,경상남도 김해시 관동로12번길 12,내신,영어,중위권,대형학원,일요일반
김해시,최상위수학학원,수학,경상남도 김해시 대청로210번길 34,수능,수학,중위권,중형학원,토요일반
김해시,최용준수학학원,수학,경상남도 김해시 율하3로 42,내신,수학,하위권,대형학원,토요일반
김해시,최일환영어교습소,영어,경상남도 김해시 장유로222번길 19,수능,영어,중위권,중형학원,토요일반
김해시,칸수학학원,수학,경상남도 김해시 능동로149번길 6,수능,수학,중위권,중형학원,일요일반
김해시,캐나다영어N수학학원,영어/수학,경상남도 김해시 대청로 117,수능,"영어,수학",하위권,중형학원,일요일반
김해시,케이엘영수학원,영어/수학,경상남도 김해시 호계로 484,내신,"영어,수학",중위권,대형학원,일요일반
김해시,코아e해법수학학원,수학,경상남도 김해시 능동로 153,수능,수학,중위권,소형학원,일요일반
김해시,퀸즈랜드영어교습소,영어,경상남도 김해시 대청로 121,내신,영어,중위권,소형학원,일요일반
김해시,퀸즈잉글리쉬(Queens` English)어학원,영어,경상남도 김해시 율하2로97번길 30,내신,영어,상위권,중형학원,일요일반
김해시,크리스티나영어마을영어교습소,영어,경상남도 김해시 월산로 5,수능,영어,중위권,중형학원,일요일반
김해시,큰숲창의수학학원,수학,경상남도 김해시 율하3로 45,내신,수학,중위권,대형학원,토요일반
김해시,클래스수학전문학원,수학,경상남도 김해시 능동로155번길 10-5,수능,수학,중위권,소형학원,토요일반
김해시,키움수학교습소,수학,경상남도 김해시 월산로 111-73,내신,수학,하위권,중형학원,토요일반
김해시,키움영수학원,영어/수학,경상남도 김해시 해반천로130번길 17,수능,"영어,수학",상위권,중형학원,일요일반
김해시,키움영어교습소,영어,경상남도 김해시 월산로 111-73,내신,영어,상위권,중형학원,토요일반
김해시,킴s수학학원,수학,경상남도 김해시 월산로 11,내신,수학,중위권,중형학원,토요일반
김해시,킴수학교습소,수학,경상남도 김해시 계동로102번길 28,내신,수학,상위권,대형학원,일요일반
김해시,킴쌤수학학원,수학,경상남도 김해시 장유로 224,내신,수학,하위권,중형학원,토요일반
김해시,타임스터디독서실,독서실,경상남도 김해시 능동로155번길 6-11,내신,독서실,중위권,중형학원,토요일반
김해시,탄탄수학교습소,수학,경상남도 김해시 우암로 32-1,수능,수학,상위권,소형학원,일요일반
김해시,탈레스수학학원,수학,경상남도 김해시 율하3로 31,내신,수학,중위권,대형학원,일요일반
김해시,탑(Top English)영어교습소,영어,경상남도 김해시 계동로 76-58,내신,영어,상위권,소형학원,토요일반
김해시,탑영수학원,영어/수학,경상남도 김해시 활천로 187,내신,"영어,수학",상위권,중형학원,토요일반
김해시,테드코칭잉글리쉬영어교습소,영어,경상남도 김해시 함박로 141,내신,영어,상위권,소형학원,토요일반
김해시,테슬라과학교습소,과학,경상남도 김해시 경원로55번길 6,내신,과학,중위권,대형학원,일요일반
김해시,토론하는아이들국어교습소,국어,경상남도 김해시 삼계로 218-1,수능,국어,상위권,소형학원,토요일반
김해시,토즈내동스마트독서실,독서실,경상남도 김해시 내외중앙로 100,수능,독서실,상위권,중형학원,일요일반
김해시,토즈스터디관동독서실,독서실,경상남도 김해시 계동로23번길 17,내신,독서실,하위권,대형학원,일요일반
김해시,토즈스터디센터김해율하독서실,독서실,경상남도 김해시 율하3로 33,내신,독서실,상위권,대형학원,토요일반
김해시,토즈스터디센터부곡독서실,독서실,경상남도 김해시 능동로 153,내신,독서실,상위권,중형학원,일요일반
김해시,통사회교습소,사회,경상남도 김해시 계동로 21,수능,사회,상위권,대형학원,일요일반
김해시,투탑영수학원,영어/수학,경상남도 김해시 번화1로79번길 2,수능,"영어,수학",중위권,중형학원,토요일반
김해시,트로피영수학원,영어/수학,경상남도 김해시 내외로77번길 26,내신,"영어,수학",하위권,소형학원,일요일반
김해시,특별한이(異)국어수학학원,수학,경상남도 김해시 율하3로 38,수능,수학,상위권,대형학원,일요일반
김해시,튼튼영어마스터클럽MC수학학원,영어/수학,경상남도 김해시 계동로 21,수능,"영어,수학",중위권,중형학원,토요일반
김해시,튼튼영어마스터클럽M수학학원,영어,경상남도 김해시 활천로 168,내신,영어,중위권,소형학원,일요일반
김해시,튼튼영어마스터클럽김해율하학원,영어,경상남도 김해시 율하3로 23,내신,영어,하위권,소형학원,토요일반
김해시,튼튼영어마스터클럽김해지내영어교습소,영어,경상남도 김해시 김해대로2715번길 36,수능,영어,하위권,중형학원,일요일반
김해시,파란논술교습소,국어,경상남도 김해시 우암로 59,내신,국어,중위권,중형학원,토요일반
김해시,파란수학교습소,수학,경상남도 김해시 우암로 59,내신,수학,중위권,대형학원,일요일반
김해시,파스칼수학과학학원,수학,경상남도 김해시 삼안로 257,수능,수학,중위권,중형학원,일요일반
김해시,파스칼수학교습소,수학,경상남도 김해시 진영읍 진영로 231,내신,수학,하위권,대형학원,토요일반
김해시,파워수학교습소,수학,경상남도 김해시 평전로 213,내신,수학,상위권,중형학원,토요일반
김해시,파이수학교습소,수학,경상남도 김해시 번화1로79번길 2,수능,수학,상위권,중형학원,토요일반
김해시,파천황수학학원,수학,경상남도 김해시 율하3로 41,수능,수학,하위권,중형학원,일요일반
김해시,팍스톤영어학원,영어,경상남도 김해시 분성로727번길 8-6,내신,영어,중위권,대형학원,토요일반
김해시,팔판해법영어학원,영어,경상남도 김해시 계동로23번길 5,내신,영어,상위권,중형학원,일요일반
김해시,페르마수학학원,수학,경상남도 김해시 진영읍 김해대로361번길 11,내신,수학,상위권,중형학원,토요일반
김해시,포인트수학학원,수학,경상남도 김해시 율하3로 56,내신,수학,상위권,중형학원,토요일반
김해시,포커스수학교습소,수학,경상남도 김해시 장유로 228,내신,수학,중위권,대형학원,토요일반
김해시,폴라리스&뉴스터디수학학원,수학,경상남도 김해시 율하3로 41,내신,수학,하위권,소형학원,일요일반
김해시,푸르넷공부방수학교습소,수학,경상남도 김해시 덕정로 70,내신,수학,상위권,중형학원,토요일반
김해시,푸르넷영어학원,영어,경상남도 김해시 번화2로 4,내신,영어,상위권,중형학원,일요일반
김해시,풀(FULL)수학교습소,수학,경상남도 김해시 삼계로 234,내신,수학,하위권,대형학원,토요일반
김해시,풀(FULL)영어교습소,영어,경상남도 김해시 삼계로 234,수능,영어,하위권,소형학원,토요일반
김해시,프라임독서실,독서실,경상남도 김해시 분성로499번길 10,수능,독서실,하위권,대형학원,토요일반
김해시,프라임영수학원,영어/수학,경상남도 김해시 경원로73번길 1,수능,"영어,수학",하위권,대형학원,일요일반
김해시,프렌잉글리시위너스영수학원,영어/수학,경상남도 김해시 장유로 232,내신,"영어,수학",중위권,대형학원,일요일반
김해시,프린스턴영어교습소,영어,경상남도 김해시 삼계로 251,수능,영어,하위권,중형학원,일요일반
김해시,플랜A영어학원,영어,경상남도 김해시 장유로 230,내신,영어,하위권,중형학원,일요일반
김해시,플랜에이프리미엄독서실,독서실,경상남도 김해시 가야로157번길 2,수능,독서실,중위권,중형학원,일요일반
김해시,피나클수학학원,수학,경상남도 김해시 율하3로 33,내신,수학,중위권,대형학원,토요일반
김해시,필즈수학교습소,수학,경상남도 김해시 함박로 101,수능,수학,상위권,중형학원,토요일반
김해시,하버드독서실,독서실,경상남도 김해시 경원로55번길 16,수능,독서실,중위권,소형학원,일요일반
김해시,하버드수학교습소,수학,경상남도 김해시 평전로 153,내신,수학,상위권,소형학원,일요일반
김해시,하봉석의올(all)바른사회교습소,사회,경상남도 김해시 능동로 153,내신,사회,중위권,중형학원,토요일반
김해시,하우스터디김해장유센터독서실,독서실,경상남도 김해시 계동로 21,내신,독서실,중위권,중형학원,토요일반
김해시,하이매쓰수학교습소,수학,경상남도 김해시 삼계중앙로 29,내신,수학,상위권,중형학원,토요일반
김해시,하이원수학교습소,수학,경상남도 김해시 장유로 360,내신,수학,중위권,대형학원,토요일반
김해시,한마루수학교실교습소,수학,경상남도 김해시 경원로 85,수능,수학,상위권,대형학원,토요일반
김해시,한미왕수학학원,수학,경상남도 김해시 능동로 31,수능,수학,중위권,중형학원,토요일반
김해시,한샘수학교습소,수학,경상남도 김해시 삼계로 234,내신,수학,중위권,중형학원,토요일반
김해시,한솔영수학원,영어/수학,경상남도 김해시 분성로 153,내신,"영어,수학",상위권,소형학원,토요일반
김해시,한솔플러스수학교실수학교습소,수학,경상남도 김해시 번화1로84번길 7,수능,수학,하위권,중형학원,토요일반
김해시,한수위영어수학전문학원,영어/수학,경상남도 김해시 번화1로84번길 12,내신,"영어,수학",중위권,소형학원,토요일반
김해시,한수학과학학원,수학,경상남도 김해시 번화1로79번길 2,내신,수학,상위권,중형학원,일요일반
김해시,한신휴플러스독서실,독서실,경상남도 김해시 금관대로 1125,수능,독서실,하위권,중형학원,토요일반
김해시,한우리국어교습소,국어,경상남도 김해시 우암로85번길 18,내신,국어,중위권,소형학원,일요일반
김해시,한우리독서토론논술학원,국어,경상남도 김해시 가야로 17,내신,국어,상위권,중형학원,토요일반
김해시,한울국어교습소,국어,경상남도 김해시 계동로102번길 27,내신,국어,하위권,중형학원,토요일반
김해시,한울수학교습소,수학,경상남도 김해시 월산로 18,수능,수학,중위권,중형학원,일요일반
김해시,해냄독서실,독서실,경상남도 김해시 대청로 125,수능,독서실,하위권,중형학원,일요일반
김해시,해법수학구산학원,수학,경상남도 김해시 가락로 303,내신,수학,중위권,대형학원,토요일반
김해시,해법영수학원,영어/수학,경상남도 김해시 인제로 165,내신,"영어,수학",상위권,소형학원,토요일반
김해시,헤세드영어학원,영어,경상남도 김해시 율하3로 42,수능,영어,중위권,중형학원,토요일반
김해시,혜윰수학학원,수학,경상남도 김해시 삼계중앙로 35,내신,수학,하위권,소형학원,일요일반
김해시,홍지선영어전문학원,영어,경상남도 김해시 내외로95번길 7,수능,영어,중위권,중형학원,토요일반
김해시,황샘수학교습소,수학,경상남도 김해시 내외로 55-2,내신,수학,중위권,중형학원,일요일반
김해시,훈민정음국어교습소,국어,경상남도 김해시 장유로 232,수능,국어,하위권,중형학원,토요일반
김해시,휴브레인 스토리텔링 수학학원,수학,경상남도 김해시 율하3로 41,수능,수학,상위권,대형학원,토요일반
김해시,힐튼영어학원,영어,경상남도 김해시 번화1로 82,수능,영어,상위권,중형학원,일요일반
남해군,EBRICLUB영어교습소,영어,경상남도 남해군 남해읍 망운로 20,내신,영어,하위권,중형학원,토요일반
남해군,GGB과학교습소,과학,경상남도 남해군 남해읍 망운로19번길 30,내신,과학,중위권,대형학원,토요일반
남해군,GGE영어학원,영어,경상남도 남해군 남해읍 망운로 22,내신,영어,중위권,소형학원,토요일반
남해군,가우스수학교습소,수학,경상남도 남해군 남해읍 망운로 1-14,내신,수학,하위권,대형학원,토요일반
남해군,강정희영어교습소,영어,경상남도 남해군 남해읍 화전로 65-6,수능,영어,하위권,대형학원,일요일반
남해군,김박사책임영어학원,영어,경상남도 남해군 남해읍 화전로95번길 7-1,내신,영어,상위권,소형학원,토요일반
남해군,김샘수학교습소,수학,경상남도 남해군 남해읍 망운로20번길 20,수능,수학,중위권,중형학원,일요일반
남해군,김현정수학교습소,수학,경상남도 남해군 남해읍 망운로30번길 17,내신,수학,중위권,중형학원,토요일반
남해군,등대독서실,독서실,경상남도 남해군 남해읍 남해대로 2847,내신,독서실,중위권,대형학원,토요일반
남해군,등두리독서실,독서실,경상남도 남해군 남해읍 화전로122번길 37,내신,독서실,중위권,소형학원,토요일반
남해군,마루수학교습소,수학,경상남도 남해군 남해읍 망운로 22,내신,수학,하위권,중형학원,토요일반
남해군,멘토독서실,독서실,경상남도 남해군 남해읍 화전로 73,내신,독서실,상위권,대형학원,토요일반
남해군,문스터디수학교습소,수학,경상남도 남해군 남해읍 화전로 88,내신,수학,중위권,대형학원,토요일반
남해군,버팀목수학교습소,수학,경상남도 남해군 남해읍 화전로 72-2,수능,수학,중위권,중형학원,토요일반
남해군,브릿지잉글리시영어교습소,영어,경상남도 남해군 남해읍 화전로78번나길 5,내신,영어,하위권,중형학원,토요일반
남해군,삼공삼공영어교습소,영어,경상남도 남해군 남해읍 화전로95번길 7,수능,영어,중위권,대형학원,일요일반
남해군,스카이수학전문학원,수학,경상남도 남해군 남해읍 화전로96번길 2,내신,수학,하위권,중형학원,토요일반
남해군,스카이영어교습소,영어,경상남도 남해군 남해읍 망운로20번길 3,수능,영어,상위권,대형학원,일요일반
남해군,옥스포드영어학원,영어,경상남도 남해군 남해읍 화전로 72-2,수능,영어,하위권,중형학원,일요일반
남해군,올림수학교습소,수학,경상남도 남해군 남해읍 망운로 20,수능,수학,상위권,중형학원,토요일반
남해군,잉글리쉬영어교습소,영어,경상남도 남해군 남해읍 화전로 49,내신,영어,중위권,소형학원,토요일반
남해군,준스터디수학교습소,수학,경상남도 남해군 남해읍 망운로 77,수능,수학,중위권,중형학원,일요일반
남해군,지쌤영어교습소,영어,경상남도 남해군 남해읍 망운로21번가길 8-20,내신,영어,하위권,소형학원,일요일반
남해군,채움프리미엄독서실,독서실,경상남도 남해군 남해읍 화전로78번가길 13,내신,독서실,하위권,중형학원,일요일반
남해군,포인텐수학교습소,수학,경상남도 남해군 남해읍 화전로38번길 30-1,내신,수학,하위권,대형학원,일요일반
남해군,한울영수단과학원,영어/수학,경상남도 남해군 미조면 미조로14번길 20,내신,"영어,수학",중위권,중형학원,일요일반
남해군,해법독서논술교습소,국어,경상남도 남해군 남해읍 망운로 20,내신,국어,중위권,대형학원,토요일반
밀양시,Aha English(아하 잉글리쉬)영어교습소,영어,경상남도 밀양시 시청로2길 4,내신,영어,상위권,소형학원,일요일반
밀양시,CLT영어교습소,영어,경상남도 밀양시 미리벌중앙로3길 24-7,내신,영어,하위권,중형학원,토요일반
밀양시,ESL외국어학원,국어,경상남도 밀양시 하남읍 수산동촌2길 5,내신,국어,중위권,중형학원,토요일반
밀양시,FR과학교습소,과학,경상남도 밀양시 중앙로 275,내신,과학,중위권,소형학원,일요일반
밀양시,SAM(쌤)수학학원,수학,경상남도 밀양시 미리벌중앙로6길 35-7,내신,수학,중위권,소형학원,일요일반
밀양시,가온영수학원,영어/수학,경상남도 밀양시 중앙로 234-9,내신,"영어,수학",중위권,소형학원,토요일반
밀양시,가우스수학교습소,수학,경상남도 밀양시 미리벌로3길 38,내신,수학,중위권,소형학원,토요일반
밀양시,감동수학전문학원,수학,경상남도 밀양시 미리벌로3길 28-1,내신,수학,중위권,중형학원,일요일반
밀양시,갑수학교습소,수학,경상남도 밀양시 미리벌중앙로1길 23,수능,수학,상위권,대형학원,일요일반
밀양시,권수학교습소,수학,경상남도 밀양시 중앙로 234-3,내신,수학,하위권,중형학원,일요일반
밀양시,길수학교습소,수학,경상남도 밀양시 미리벌중앙로1길 19,수능,수학,중위권,중형학원,일요일반
밀양시,꼼꼼영어교습소,영어,경상남도 밀양시 중앙로 286,내신,영어,중위권,대형학원,토요일반
밀양시,나랏말국어교습소,국어,경상남도 밀양시 중앙로 234-4,수능,국어,하위권,소형학원,토요일반
밀양시,노른자영어교습소,영어,경상남도 밀양시 밀양중2길 3,내신,영어,중위권,대형학원,일요일반
밀양시,뇌교육수학교습소,수학,경상남도 밀양시 백민로4길 30,내신,수학,상위권,중형학원,토요일반
밀양시,다온독서실,독서실,경상남도 밀양시 중앙로 238-6,내신,독서실,상위권,소형학원,토요일반
밀양시,단디수학교습소,수학,경상남도 밀양시 중앙로 225,수능,수학,중위권,중형학원,토요일반
밀양시,단디영어교습소,영어,경상남도 밀양시 중앙로 234-3,내신,영어,하위권,대형학원,토요일반
밀양시,대원플러스영어교습소,영어,경상남도 밀양시 중앙로 336-1,내신,영어,중위권,소형학원,일요일반
밀양시,동근수학교습소,수학,경상남도 밀양시 중앙로 240-13,내신,수학,상위권,소형학원,토요일반
밀양시,동행수학학원,수학,경상남도 밀양시 미리벌로2길 8,내신,수학,하위권,중형학원,일요일반
밀양시,두드림영어전문교습소,영어,경상남도 밀양시 상남면 상남로 1187-5,내신,영어,중위권,중형학원,일요일반
밀양시,드림독서실,독서실,경상남도 밀양시 삼문중앙로6길 32-10,수능,독서실,중위권,중형학원,토요일반
밀양시,라온수학전문학원,수학,경상남도 밀양시 미리벌로3길 26,내신,수학,중위권,중형학원,일요일반
밀양시,로미영어교습소,영어,경상남도 밀양시 북성로4길 14,내신,영어,중위권,중형학원,일요일반
밀양시,류지현수학학원,수학,경상남도 밀양시 수월3길 3,내신,수학,중위권,중형학원,토요일반
밀양시,리드앤톡영어학원,영어,경상남도 밀양시 미리벌중앙로1길 23-1,내신,영어,중위권,중형학원,일요일반
밀양시,리치빌독서실,독서실,경상남도 밀양시 중앙로 234-9,내신,독서실,상위권,대형학원,토요일반
밀양시,맥수학교습소,수학,경상남도 밀양시 미리벌중앙로1길 21,수능,수학,중위권,소형학원,토요일반
밀양시,멘토링국어교습소,국어,경상남도 밀양시 밀성로4길 9-10,내신,국어,상위권,대형학원,일요일반
밀양시,멘토수학교습소,수학,경상남도 밀양시 미리벌로3길 16,내신,수학,중위권,중형학원,토요일반
밀양시,묭이영어교습소,영어,경상남도 밀양시 미리벌중앙로1길 13,내신,영어,중위권,소형학원,일요일반
밀양시,무지개교육집중논술교습소,국어,경상남도 밀양시 밀성로2길 1,수능,국어,상위권,소형학원,토요일반
밀양시,뮤엠영어오름수학학원,영어/수학,경상남도 밀양시 미리벌로3길 24,내신,"영어,수학",하위권,중형학원,토요일반
밀양시,밀양왕수학영재학원,수학,경상남도 밀양시 미리벌중앙로1길 12-11,내신,수학,하위권,대형학원,일요일반
밀양시,박샘플러스수학교습소,수학,경상남도 밀양시 중앙로 234-3,내신,수학,중위권,중형학원,일요일반
밀양시,밝은미래수학교습소,수학,경상남도 밀양시 미리벌로2길 20,수능,수학,중위권,중형학원,토요일반
밀양시,백년대계수학학원,수학,경상남도 밀양시 중앙로 234-3,내신,수학,하위권,소형학원,일요일반
밀양시,백샘수학교습소,수학,경상남도 밀양시 중앙로 234-3,내신,수학,상위권,대형학원,일요일반
밀양시,베리타스영어학원,영어,경상남도 밀양시 삼문로 38,내신,영어,중위권,중형학원,토요일반
밀양시,사샘영어교습소,영어,경상남도 밀양시 중앙로 285-1,내신,영어,상위권,중형학원,일요일반
밀양시,사이다영수전문학원,영어/수학,경상남도 밀양시 북성로 74,수능,"영어,수학",상위권,중형학원,토요일반
밀양시,석봉수학학원,수학,경상남도 밀양시 중앙로 276-1,내신,수학,중위권,대형학원,토요일반
밀양시,솔로몬독서실,독서실,경상남도 밀양시 중앙로 234-9,수능,독서실,상위권,대형학원,토요일반
밀양시,솔로몬영어교습소,영어,경상남도 밀양시 중앙로 234-3,내신,영어,중위권,중형학원,토요일반
밀양시,솔루션수학교습소,수학,경상남도 밀양시 중앙로 234-3,수능,수학,중위권,중형학원,일요일반
밀양시,수연수학전문학원,수학,경상남도 밀양시 미리벌중앙로8길 4,수능,수학,하위권,대형학원,토요일반
밀양시,수학의신 수학교습소,수학,경상남도 밀양시 중앙로 234-9,내신,수학,상위권,중형학원,일요일반
밀양시,시그마수학교습소,수학,경상남도 밀양시 수월3길 16,수능,수학,상위권,중형학원,토요일반
밀양시,시영스쿨영어교습소,영어,경상남도 밀양시 미리벌로3길 38,수능,영어,상위권,대형학원,토요일반
밀양시,쌤영어교습소,영어,경상남도 밀양시 산내면 산내로 354,내신,영어,하위권,소형학원,토요일반
밀양시,쌤집(SAM ZIP.)수학교습소,수학,경상남도 밀양시 북성로3길 8,내신,수학,상위권,소형학원,일요일반
밀양시,아름드리수학교습소,수학,경상남도 밀양시 석정로 111-1,내신,수학,중위권,중형학원,일요일반
밀양시,아벨수학교습소,수학,경상남도 밀양시 미리벌로 2,내신,수학,하위권,중형학원,토요일반
밀양시,아이리스영어교습소,영어,경상남도 밀양시 중앙로 225,내신,영어,중위권,대형학원,일요일반
밀양시,아이스크림홈런수학교습소,수학,경상남도 밀양시 밀성로2길 19,수능,수학,중위권,대형학원,일요일반
밀양시,아현수학교습소,수학,경상남도 밀양시 미리벌로2길 54,내신,수학,중위권,중형학원,토요일반
밀양시,어반트리밀양독서실,독서실,경상남도 밀양시 남천강변로 43-16,내신,독서실,상위권,중형학원,토요일반
밀양시,얼리버드영어교습소,영어,경상남도 밀양시 석정로 106,수능,영어,상위권,소형학원,일요일반
밀양시,에이미스영어교습소,영어,경상남도 밀양시 중앙로 234-3,수능,영어,하위권,소형학원,일요일반
밀양시,에이블영어학원,영어,경상남도 밀양시 미리벌중앙로9길 12,내신,영어,중위권,중형학원,일요일반
밀양시,엘리트독서실,독서실,경상남도 밀양시 백민로4길 23-1,수능,독서실,상위권,중형학원,일요일반
밀양시,오투황토방독서실,독서실,경상남도 밀양시 내일1길 7,내신,독서실,중위권,중형학원,일요일반
밀양시,올리영어교습소,영어,경상남도 밀양시 미리벌중앙로1길 13-1,내신,영어,상위권,대형학원,토요일반
밀양시,위너스영수학원,영어/수학,경상남도 밀양시 중앙로 234-6,내신,"영어,수학",하위권,중형학원,일요일반
밀양시,위드수학교습소,수학,경상남도 밀양시 소전4길 3,내신,수학,중위권,중형학원,토요일반
밀양시,윌비(Will be)영어수학학원,영어/수학,경상남도 밀양시 미리벌로3길 28,수능,"영어,수학",상위권,중형학원,일요일반
밀양시,이든국어교습소,국어,경상남도 밀양시 미리벌중앙로1길 13,내신,국어,하위권,중형학원,일요일반
밀양시,이상수학전문학원,수학,경상남도 밀양시 중앙로 234-9,내신,수학,중위권,대형학원,토요일반
